target_label,sum_ig,f_x_minus_f_baseline,relative_error,steps,within_tolerance
needs_implant,-3.3387792110443115,-3.33902907371521,7.483093599434426e-05,256,True
available_height_mm,-0.34765535593032837,-0.3476792275905609,6.866001284567981e-05,256,True
ridge_width_mm,-0.4344876706600189,-0.4345327615737915,0.00010376873221082954,256,True
