ensemble_fraction_target,ensemble_fraction_actual,mean_cost_seconds,mean_faithfulness,n_cases
0.0,0.0,0.0072586763417348,-0.12115377600034699,200
0.1,0.1,0.4925671734032221,-0.12565282035917044,200
0.2,0.2,0.9778756704647094,-0.1268562014563941,200
0.3,0.3,1.4631841675261967,-0.1245265402633697,200
0.5,0.5,2.4338011616491713,-0.12497194601288067,200
0.7,0.7,3.404418155772146,-0.1225910946032964,200
1.0,1.0,4.860343646956608,-0.12542020228160544,200
