ensemble_fraction_target,ensemble_fraction_actual,mean_cost_seconds,mean_faithfulness,n_cases
0.0,0.0,0.0072586763417348,0.4695250902593136,200
0.1,0.0,0.0072586763417348,0.4695250902593136,200
0.2,0.0,0.0072586763417348,0.4695250902593136,200
0.3,0.0,0.0072586763417348,0.4695250902593136,200
0.5,0.0,0.0072586763417348,0.4695250902593136,200
0.7,0.0,0.0072586763417348,0.4695250902593136,200
1.0,0.0,0.0072586763417348,0.4695250902593136,200
